word,confidence,duration,sentence,audio_file,source,license
грип,0.9939,0.261,Па кој грип може да биде пријатен?,common_voice_mk_39779868.mp3,Common Voice 17.0 MK,CC-0
грло,0.9670,0.381,"Срцето ѝ чукаше силно, пулсираше во нејзиното исушено грло.",common_voice_mk_39681124.mp3,Common Voice 17.0 MK,CC-0
гроб,0.9519,0.320,"Ако знаев кога ќе умрам, сам ќе си ископав гроб.",common_voice_mk_39702252.mp3,Common Voice 17.0 MK,CC-0
гробишта,0.9978,0.582,Во тоа време имав гробишта со животни.,common_voice_mk_39664308.mp3,Common Voice 17.0 MK,CC-0
гробиштата,0.9835,0.683,"Тргнувам кон крајот на гробиштата, кај свежите гробови.",common_voice_mk_39664297.mp3,Common Voice 17.0 MK,CC-0
гробови,0.9914,0.502,"Тргнувам кон крајот на гробиштата, кај свежите гробови.",common_voice_mk_39664297.mp3,Common Voice 17.0 MK,CC-0
гробот,0.9993,0.401,Во црковниот двор се наоѓа и гробот на дедо ми.,common_voice_mk_39775016.mp3,Common Voice 17.0 MK,CC-0
груби,0.9926,0.361,Средбите беа ризични и поминуваа со расправии и груби стартови по теренот.,common_voice_mk_39709127.mp3,Common Voice 17.0 MK,CC-0
грубо,0.9349,0.341,"Тоа е веќе со доста грубо изделкани штици направено, и исто две соби.",common_voice_mk_39745362.mp3,Common Voice 17.0 MK,CC-0
група,0.9999,0.341,Оваа група полицајци по некое време поставува неколку бомби на стратешки места низ градот.,common_voice_mk_39748472.mp3,Common Voice 17.0 MK,CC-0
групата,0.9996,0.441,"Потрошувачката е голема, но групата што троши е мала.",common_voice_mk_39814854.mp3,Common Voice 17.0 MK,CC-0
групи,0.9999,0.341,Зборовите се групираат во зборовни групи според заеднички карактеристики.,common_voice_mk_39852193.mp3,Common Voice 17.0 MK,CC-0
групираат,0.9997,0.582,Зборовите се групираат во зборовни групи според заеднички карактеристики.,common_voice_mk_39852193.mp3,Common Voice 17.0 MK,CC-0
губам,0.9833,0.361,Ги губам убавите зборови некаде меѓу јавето и сонот.,common_voice_mk_39764450.mp3,Common Voice 17.0 MK,CC-0
губи,0.9995,0.281,Ритмичката наивност на овие стихови речиси целосно се губи пред богатството слики.,common_voice_mk_39745339.mp3,Common Voice 17.0 MK,CC-0
гугл,0.9890,0.381,Сергеј Брин е еден од основачите на Гугл.,common_voice_mk_39663977.mp3,Common Voice 17.0 MK,CC-0
гужвата,0.9944,0.522,Влегов внатре и најдов едно столче далеку од гужвата.,common_voice_mk_39852273.mp3,Common Voice 17.0 MK,CC-0
гуми,0.9016,0.280,Добра ствар е што не мора да му се менуваат гуми.,common_voice_mk_39699320.mp3,Common Voice 17.0 MK,CC-0
густина,0.8369,0.521,Најголем дел од вселената има густина и притисок скоро колку совршен вакуум.,common_voice_mk_39845445.mp3,Common Voice 17.0 MK,CC-0
гушело,0.7548,0.421,"Породувањето било мошне тешко, бидејќи новороденчето цело време просто се гушело од смеење.",common_voice_mk_39781457.mp3,Common Voice 17.0 MK,CC-0
гушејќи,0.7519,0.561,"Ја убива, гушејќи ја, и потоа обвиткан околу неа почнува да ја јаде.",common_voice_mk_39702172.mp3,Common Voice 17.0 MK,CC-0
да,0.9999,0.180,"Да, би сакал лимонада, благодарам.",common_voice_mk_39790475.mp3,Common Voice 17.0 MK,CC-0
дава,0.9877,0.282,Неговиот вујко го дава во дом.,common_voice_mk_39886471.mp3,Common Voice 17.0 MK,CC-0
давам,0.6166,0.361,"Им давам пас, ги тестирам на пасивност.",common_voice_mk_39689858.mp3,Common Voice 17.0 MK,CC-0
дада,0.9931,0.321,Дада не верува во совршенство и ја отфрла идејата за вистина востановена еднаш засекогаш.,common_voice_mk_39776104.mp3,Common Voice 17.0 MK,CC-0
дадаисти,0.9710,0.603,Ни самите дадаисти не ја избегнале оваа противречност.,common_voice_mk_39781532.mp3,Common Voice 17.0 MK,CC-0
дадеме,0.9902,0.421,Нашата работа е да дадеме нови значења и посебни призвуци на апсолутно обичните зборови.,common_voice_mk_39748636.mp3,Common Voice 17.0 MK,CC-0
дадени,0.9310,0.401,Мојот профил е еден од ретките дадени за лицитација.,common_voice_mk_39745325.mp3,Common Voice 17.0 MK,CC-0
дадов,0.9958,0.300,Тој час на учениците им дадов задолжение да напишат барање.,common_voice_mk_39767828.mp3,Common Voice 17.0 MK,CC-0
дадовме,0.6081,0.462,"Ние убаво го примивме, му дадовме леб и кајмак и му исековме пршута.",common_voice_mk_39658735.mp3,Common Voice 17.0 MK,CC-0
дал,0.9755,0.240,"Господ дал, господ зел.",common_voice_mk_39792942.mp3,Common Voice 17.0 MK,CC-0
дале,0.9875,0.300,Во болницата му дале некој силен анестетик и тој не чувствувал ништо.,common_voice_mk_39774897.mp3,Common Voice 17.0 MK,CC-0
далеку,0.9727,0.402,Влегов внатре и најдов едно столче далеку од гужвата.,common_voice_mk_39852273.mp3,Common Voice 17.0 MK,CC-0
далечна,0.8734,0.481,Можеби иднината нема да биде толку далечна како што се надевав.,common_voice_mk_39776295.mp3,Common Voice 17.0 MK,CC-0
далечни,0.9997,0.480,"Тука нема место за острови, далечни хоризонти, кокосови ореви и диви орхидеи.",common_voice_mk_39709050.mp3,Common Voice 17.0 MK,CC-0
дали,0.9999,0.261,Дали децата се покреативни од возрасните?,common_voice_mk_39790410.mp3,Common Voice 17.0 MK,CC-0
далијата,0.5623,0.542,"Далијата за тебе, ете, цел ден го исплака.",common_voice_mk_39829765.mp3,Common Voice 17.0 MK,CC-0
дамата,0.9883,0.421,"Ништо не е, рече дамата со чантата алигаторска.",common_voice_mk_39663953.mp3,Common Voice 17.0 MK,CC-0
даноци,0.9997,0.501,"Дизелот е најевтин, поради пониските даноци.",common_voice_mk_39790465.mp3,Common Voice 17.0 MK,CC-0
данскиот,0.9886,0.482,Данскиот принц Хамлет со идејата да се одмазди за смртта на својот татко.,common_voice_mk_39761302.mp3,Common Voice 17.0 MK,CC-0
дарежливо,0.9905,0.542,Гранчињата се залулаа и дарежливо ги истураа златниците во детската прегратка.,common_voice_mk_39925052.mp3,Common Voice 17.0 MK,CC-0
дарувајќи,0.8961,0.582,"Го извадив пиштолот, дарувајќи ги со по неколку куршуми.",common_voice_mk_39761221.mp3,Common Voice 17.0 MK,CC-0
датум,0.6006,0.323,Кој датум е денес?,common_voice_mk_39829902.mp3,Common Voice 17.0 MK,CC-0
дај,0.8455,0.240,Дај ми ги парите.,common_voice_mk_39715438.mp3,Common Voice 17.0 MK,CC-0
